mode,path,acquisition,slices,receiverChannels,height,width,corrupted,systemFieldStrength_T
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000660.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000660_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000664.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000664_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000668.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000668_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000672.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000672_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000674.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000674_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000676.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000676_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000679.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000679_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000683.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000683_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000685.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000685_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000689.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000689_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000691.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000691_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000695.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000695_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000699.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000699_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000701.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000701_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000705.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000705_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000707.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000707_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000709.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000709_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000711.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000711_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000715.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000715_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000717.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000717_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000719.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000719_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000721.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000721_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000724.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000724_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000726.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000726_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000728.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000728_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000730.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000730_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000734.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000734_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000736.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000736_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000740.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000740_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000744.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000744_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000752.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000752_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000761.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000761_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000763.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000763_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000769.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000769_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000771.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000771_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000773.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000773_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000775.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000775_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000779.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000779_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000781.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000781_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000785.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000785_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000787.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000787_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000789.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000789_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000791.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000791_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000795.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000795_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000801.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000801_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000805.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000805_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000807.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000807_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000811.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000811_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000821.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000821_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000823.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000823_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000826.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000826_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000829.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000829_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000833.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000833_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000835.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000835_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000837.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000837_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000843.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000843_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000847.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000847_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000851.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000851_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000856.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000856_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000860.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000860_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000862.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000862_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000864.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000864_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000873.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000873_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000876.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000876_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000879.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000879_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000885.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000885_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000888.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000888_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000894.h5,AXT1PRE,16,4,640,320,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT1PRE_203_6000894_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030004.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030004_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030007.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030007_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030012.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030012_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030016.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030016_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030019.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030019_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030023.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030023_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030029.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030029_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030045.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030045_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030047.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030047_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030049.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030049_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030065.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030065_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030067.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030067_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030069.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030069_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030077.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030077_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030081.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030081_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030082.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030082_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030084.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030084_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030086.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030086_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030088.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030088_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030090.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030090_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030092.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030092_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030094.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030094_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030096.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030096_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030111.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030111_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030118.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030118_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030122.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030122_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030131.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030131_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030133.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030133_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030135.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030135_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030143.h5,AXT2,16,4,768,392,False,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030143_corrupted.h5,AXT2,16,4,768,392,True,2.8936
multicoil_train,data\multicoil_train\file_brain_AXT2_203_2030145.h5,AXT2,16,4,768,392,False,2.8936
