path,acquisition,slices,receiverChannels,height,width,corrupted,systemFieldStrength_T,mode
data\multicoil_train\file_brain_AXT1PRE_203_6000689.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT1PRE_203_6000817.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT1PRE_203_6000637.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000620.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000771.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000709.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000837.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT1PRE_203_6000649.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000707.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000643.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000724.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000821.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000805.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000740.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000851.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000761.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT1PRE_203_6000670.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000795.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000811.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000860.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000674.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000717.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000719.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000763.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000683.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT1PRE_203_6000732.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000789.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT1PRE_203_6000854.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000752.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000664.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT1PRE_203_6000656.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000705.h5,AXT1PRE,16,4,640,320,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT1PRE_203_6000746_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000873_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000717_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000730_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000701_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000679_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000703_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000829_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000864_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000860_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000639_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000775_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000837_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000687_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000841_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000641_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000670_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000851_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000707_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000635_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000781_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000876_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000811_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000815_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000618_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000624_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000629_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000633_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000787_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000868_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000685_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000752_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000843_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000826_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000809_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000637_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000643_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000740_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000894_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000653_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000765_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000823_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000833_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000715_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000705_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000719_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000662_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000821_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000631_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000732_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000655_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000771_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000817_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000791_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000862_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000649_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000795_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000773_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000888_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000616_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000724_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000807_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000683_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000689_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT1PRE_203_6000693_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT1PRE_203_6000763_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000709_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000691_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000658_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000676_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000674_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000736_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000856_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT1PRE_203_6000866_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT1PRE_203_6000612_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000721_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000695_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000779_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT1PRE_203_6000645_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000805_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000699_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000801_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000614_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000711_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000668_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000672_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT1PRE_203_6000879_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000761_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000789_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT1PRE_203_6000754_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000734_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000660_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000627_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000728_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000620_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000847_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000785_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000769_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000664_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT1PRE_203_6000748_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000726_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT1PRE_203_6000656_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000744_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000835_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT1PRE_203_6000793_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000885_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT1PRE_203_6000783_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT1PRE_203_6000854_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT1PRE_203_6000647_corrupted.h5,AXT1PRE,16,4,640,320,True,2.8936,multicoil_test
