path,acquisition,slices,receiverChannels,height,width,corrupted,systemFieldStrength_T,mode
data\multicoil_val\file_brain_AXT2_203_2030153.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030069.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030260.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030023.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030296.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030391.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030352.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030082.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030383.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030343.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030155.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030380.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030177.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030304.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030290.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030375.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030393.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030039.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030147.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030065.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030106.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030268.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030122.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030102.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030294.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030004.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030327.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030359.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030167.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030356.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030198.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030254.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030231.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030227.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030135.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030387.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030201.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030237.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030094.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030119.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030217.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030311.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030335.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030397.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030337.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030354.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030007.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030081.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030019.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030090.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030192.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030077.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030067.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030367.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030016.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030244.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030059.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030313.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030389.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030163.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030333.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030029.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030169.h5,AXT2,16,4,768,392,False,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030221.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030111.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030286.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030203.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030012.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030027.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030341.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030242.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030145.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030302.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030306.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030399.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030350.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030262.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030321.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030143.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030049.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030138.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030180.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030250.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030270.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030278.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030323.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030161.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030225.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030331.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030215.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030401.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030219.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030385.h5,AXT2,16,4,768,392,False,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030092_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030294_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030169_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030119_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030302_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030023_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030242_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030367_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030127_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030311_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030141_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030391_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030278_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030296_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030337_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030103_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030286_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030063_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030131_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030317_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030047_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030395_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030161_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030053_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030225_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030380_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030029_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030266_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030343_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030045_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030138_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030393_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030010_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030192_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030321_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030397_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030270_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030203_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030186_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030304_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030231_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030173_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030306_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030387_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030335_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030096_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030288_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030333_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030198_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030133_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030114_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030356_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030327_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030065_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030313_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030375_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030280_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030252_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030221_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030246_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030219_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030404_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030143_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030081_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030019_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030256_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030155_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030369_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030196_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030067_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030284_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030149_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030049_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030290_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030014_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030329_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030345_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030163_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030239_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030135_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030084_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030102_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030069_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030352_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030339_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030399_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030363_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_train\file_brain_AXT2_203_2030260_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train
data\multicoil_val\file_brain_AXT2_203_2030331_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030012_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030383_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030004_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030262_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030244_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030272_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030389_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030007_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
